Check Number,Check Category,Check Description,Check Query,Check Table Name,Check Column Name,Check Status,Rows Scanned,Rows Failed,Check Run Date,Remarks
6258,uniqueness,Check for uniqueness,SELECT * FROM invoice_payments WHERE condition,users,column_7,pass,391,391,2023-01-16 23:58:08,Remark
468,datafreshness,Check for datafreshness,SELECT * FROM purchase_transactions WHERE condition,admins,column_6,fail,694,464,2023-09-06 20:11:44,
9764,datafreshness,Check for datafreshness,SELECT * FROM sales WHERE condition,invoices,column_2,pass,280,12,2023-09-26 21:10:34,
2227,uniqueness,Check for uniqueness,SELECT * FROM payments WHERE condition,refunds,column_6,pass,432,260,2023-07-14 07:47:15,
9169,accuracy,Check for accuracy,SELECT * FROM admins WHERE condition,products,column_2,fail,482,91,2023-06-26 15:59:58,Remark
2112,uniqueness,Check for uniqueness,SELECT * FROM invoices WHERE condition,subscribers,column_2,fail,840,239,2023-06-26 05:44:18,
5752,uniqueness,Check for uniqueness,SELECT * FROM invoice_payments WHERE condition,subscribers,column_1,fail,741,6,2023-08-03 13:20:09,Remark
7309,consistency,Check for consistency,SELECT * FROM subscribers WHERE condition,payments,column_5,fail,487,72,2023-03-30 15:31:57,Remark
4646,completeness,Check for completeness,SELECT * FROM discounts WHERE condition,products,column_10,pass,993,851,2023-07-22 20:56:10,
3074,completeness,Check for completeness,SELECT * FROM product_webinars WHERE condition,discounts,column_2,pass,159,87,2023-01-15 05:55:34,Remark
2628,uniqueness,Check for uniqueness,SELECT * FROM subscribers WHERE condition,discounts,column_4,fail,509,98,2023-03-07 01:18:59,Remark
773,completeness,Check for completeness,SELECT * FROM invoice_payments WHERE condition,discounts,column_9,pass,742,335,2023-03-13 03:34:52,Remark
2493,datafreshness,Check for datafreshness,SELECT * FROM products WHERE condition,discounts,column_10,pass,613,451,2023-01-13 18:42:54,
7992,datafreshness,Check for datafreshness,SELECT * FROM purchase_transactions WHERE condition,product_webinars,column_4,pass,45,3,2023-02-22 02:32:59,
7262,datafreshness,Check for datafreshness,SELECT * FROM payments WHERE condition,discounts,column_2,fail,947,661,2023-09-04 05:55:10,Remark
5541,uniqueness,Check for uniqueness,SELECT * FROM discounts WHERE condition,payments,column_3,fail,571,365,2023-10-06 15:38:22,Remark
6404,uniqueness,Check for uniqueness,SELECT * FROM discounts WHERE condition,purchase_transactions,column_8,pass,151,56,2023-10-20 21:13:38,
2553,uniqueness,Check for uniqueness,SELECT * FROM products WHERE condition,admins,column_9,pass,914,376,2023-10-01 11:46:25,
349,uniqueness,Check for uniqueness,SELECT * FROM payments WHERE condition,sales,column_7,fail,554,215,2023-09-03 23:30:56,
2235,datafreshness,Check for datafreshness,SELECT * FROM discounts WHERE condition,products,column_5,fail,557,550,2023-01-26 15:35:11,
9910,uniqueness,Check for uniqueness,SELECT * FROM invoice_payments WHERE condition,users,column_4,fail,632,368,2023-05-02 04:49:50,
381,consistency,Check for consistency,SELECT * FROM refunds WHERE condition,users,column_10,fail,158,119,2023-04-11 08:23:48,
9725,uniqueness,Check for uniqueness,SELECT * FROM invoices WHERE condition,payments,column_7,fail,764,518,2023-05-12 22:54:48,
9671,completeness,Check for completeness,SELECT * FROM sales WHERE condition,users,column_3,fail,642,598,2023-08-07 20:47:04,Remark
1038,datafreshness,Check for datafreshness,SELECT * FROM products WHERE condition,subscribers,column_6,fail,747,24,2023-02-15 06:46:18,Remark
9948,consistency,Check for consistency,SELECT * FROM invoice_payments WHERE condition,orders,column_1,pass,723,440,2023-04-07 06:24:37,
4457,completeness,Check for completeness,SELECT * FROM subscribers WHERE condition,sales,column_6,fail,383,315,2023-11-08 21:14:53,
8876,datafreshness,Check for datafreshness,SELECT * FROM users WHERE condition,purchase_transactions,column_9,pass,166,126,2023-11-15 06:18:43,
4225,completeness,Check for completeness,SELECT * FROM orders WHERE condition,purchase_transactions,column_2,fail,979,809,2023-10-22 07:31:25,
4121,datafreshness,Check for datafreshness,SELECT * FROM sales WHERE condition,product_webinars,column_2,pass,497,17,2023-07-22 00:51:23,
5691,accuracy,Check for accuracy,SELECT * FROM product_webinars WHERE condition,admins,column_4,pass,711,679,2023-03-31 09:11:19,Remark
3300,datafreshness,Check for datafreshness,SELECT * FROM admins WHERE condition,admins,column_8,fail,162,68,2023-10-07 21:57:37,Remark
8967,consistency,Check for consistency,SELECT * FROM payments WHERE condition,products,column_6,pass,284,0,2023-02-02 08:14:40,Remark
5053,completeness,Check for completeness,SELECT * FROM users WHERE condition,sales,column_10,pass,300,58,2023-03-06 15:43:48,Remark
3300,datafreshness,Check for datafreshness,SELECT * FROM product_webinars WHERE condition,purchase_transactions,column_8,pass,425,257,2023-07-26 13:41:06,Remark
2011,accuracy,Check for accuracy,SELECT * FROM refunds WHERE condition,products,column_6,pass,304,123,2023-09-02 00:24:20,Remark
4698,accuracy,Check for accuracy,SELECT * FROM users WHERE condition,users,column_5,pass,892,677,2023-05-02 14:25:48,Remark
8976,completeness,Check for completeness,SELECT * FROM users WHERE condition,invoice_payments,column_4,pass,266,28,2023-11-02 05:38:01,Remark
6859,completeness,Check for completeness,SELECT * FROM refunds WHERE condition,payments,column_5,fail,933,827,2023-07-26 22:00:28,Remark
7354,accuracy,Check for accuracy,SELECT * FROM subscribers WHERE condition,purchase_transactions,column_3,pass,237,180,2023-11-10 18:30:18,Remark
6287,accuracy,Check for accuracy,SELECT * FROM payments WHERE condition,sales,column_5,pass,845,187,2023-02-19 23:23:06,Remark
249,completeness,Check for completeness,SELECT * FROM product_webinars WHERE condition,subscribers,column_2,pass,512,288,2023-04-15 07:04:40,Remark
7070,uniqueness,Check for uniqueness,SELECT * FROM admins WHERE condition,users,column_3,fail,208,63,2023-02-28 16:49:25,
4929,consistency,Check for consistency,SELECT * FROM orders WHERE condition,product_webinars,column_5,pass,186,59,2023-11-15 16:50:44,Remark
2570,consistency,Check for consistency,SELECT * FROM invoice_payments WHERE condition,product_webinars,column_3,pass,763,253,2023-07-23 12:10:33,Remark
345,uniqueness,Check for uniqueness,SELECT * FROM invoice_payments WHERE condition,payments,column_1,fail,172,97,2023-07-16 07:52:29,Remark
3482,uniqueness,Check for uniqueness,SELECT * FROM product_webinars WHERE condition,product_webinars,column_8,pass,130,22,2023-07-26 22:08:21,
1340,accuracy,Check for accuracy,SELECT * FROM admins WHERE condition,payments,column_7,fail,691,282,2023-06-10 04:20:06,Remark
6493,completeness,Check for completeness,SELECT * FROM admins WHERE condition,sales,column_3,pass,759,214,2023-01-18 14:39:18,
8377,accuracy,Check for accuracy,SELECT * FROM admins WHERE condition,products,column_4,fail,728,677,2023-02-22 05:31:41,Remark
222,datafreshness,Check for datafreshness,SELECT * FROM orders WHERE condition,purchase_transactions,column_6,fail,850,304,2023-07-14 20:39:08,Remark
2190,accuracy,Check for accuracy,SELECT * FROM products WHERE condition,invoice_payments,column_4,fail,348,242,2023-04-28 01:26:06,Remark
2283,uniqueness,Check for uniqueness,SELECT * FROM invoices WHERE condition,invoice_payments,column_6,fail,874,653,2023-08-23 05:12:56,Remark
6486,datafreshness,Check for datafreshness,SELECT * FROM subscribers WHERE condition,admins,column_9,fail,691,578,2023-11-24 12:05:06,
3094,uniqueness,Check for uniqueness,SELECT * FROM payments WHERE condition,invoices,column_9,pass,522,143,2023-11-10 16:32:50,Remark
5599,completeness,Check for completeness,SELECT * FROM subscribers WHERE condition,invoices,column_8,pass,809,747,2023-03-17 11:13:58,Remark
7518,accuracy,Check for accuracy,SELECT * FROM users WHERE condition,payments,column_10,pass,877,262,2023-11-05 07:45:01,
3549,consistency,Check for consistency,SELECT * FROM refunds WHERE condition,orders,column_6,fail,10,10,2023-09-13 00:34:07,
339,datafreshness,Check for datafreshness,SELECT * FROM orders WHERE condition,invoices,column_4,fail,843,511,2023-10-14 17:49:04,Remark
5812,accuracy,Check for accuracy,SELECT * FROM refunds WHERE condition,subscribers,column_2,pass,787,176,2023-01-06 13:02:11,Remark
5781,consistency,Check for consistency,SELECT * FROM subscribers WHERE condition,payments,column_6,pass,815,183,2023-07-12 17:54:45,
9690,datafreshness,Check for datafreshness,SELECT * FROM subscribers WHERE condition,refunds,column_4,pass,56,27,2023-08-23 18:10:04,
2221,datafreshness,Check for datafreshness,SELECT * FROM sales WHERE condition,subscribers,column_5,fail,649,641,2023-11-17 22:07:26,
1008,completeness,Check for completeness,SELECT * FROM orders WHERE condition,purchase_transactions,column_5,fail,493,311,2023-05-09 09:16:34,Remark
1277,uniqueness,Check for uniqueness,SELECT * FROM invoice_payments WHERE condition,invoice_payments,column_3,pass,525,265,2023-08-06 01:34:11,Remark
9962,uniqueness,Check for uniqueness,SELECT * FROM subscribers WHERE condition,discounts,column_3,fail,785,129,2023-09-24 12:28:06,
9577,accuracy,Check for accuracy,SELECT * FROM orders WHERE condition,admins,column_8,fail,703,102,2023-09-23 20:42:36,Remark
4297,completeness,Check for completeness,SELECT * FROM invoice_payments WHERE condition,sales,column_6,pass,9,0,2023-08-25 01:21:59,
2270,accuracy,Check for accuracy,SELECT * FROM subscribers WHERE condition,subscribers,column_8,pass,321,71,2023-02-03 00:58:56,Remark
9490,consistency,Check for consistency,SELECT * FROM users WHERE condition,payments,column_7,pass,49,38,2023-10-31 16:55:07,Remark
2171,datafreshness,Check for datafreshness,SELECT * FROM admins WHERE condition,admins,column_5,fail,415,279,2023-01-22 06:34:21,Remark
8887,consistency,Check for consistency,SELECT * FROM product_webinars WHERE condition,orders,column_4,pass,851,91,2023-08-12 21:50:47,Remark
4716,completeness,Check for completeness,SELECT * FROM invoices WHERE condition,payments,column_7,pass,886,651,2023-01-21 00:28:54,
169,completeness,Check for completeness,SELECT * FROM orders WHERE condition,invoice_payments,column_3,pass,961,117,2023-05-10 00:30:33,
5298,consistency,Check for consistency,SELECT * FROM purchase_transactions WHERE condition,refunds,column_2,pass,382,106,2023-04-09 14:13:41,Remark
5437,uniqueness,Check for uniqueness,SELECT * FROM products WHERE condition,product_webinars,column_9,pass,83,40,2023-06-20 09:30:31,Remark
6608,datafreshness,Check for datafreshness,SELECT * FROM products WHERE condition,product_webinars,column_7,pass,929,224,2023-02-25 19:35:50,Remark
8380,completeness,Check for completeness,SELECT * FROM orders WHERE condition,sales,column_3,pass,36,24,2023-09-08 07:30:51,
1116,datafreshness,Check for datafreshness,SELECT * FROM invoices WHERE condition,refunds,column_5,fail,961,681,2023-10-10 06:49:42,Remark
6589,datafreshness,Check for datafreshness,SELECT * FROM purchase_transactions WHERE condition,admins,column_10,fail,525,353,2023-04-01 05:09:08,
6290,completeness,Check for completeness,SELECT * FROM purchase_transactions WHERE condition,invoice_payments,column_9,pass,256,39,2023-07-04 14:03:28,
6030,uniqueness,Check for uniqueness,SELECT * FROM invoice_payments WHERE condition,refunds,column_4,pass,532,519,2023-02-13 08:39:43,
9338,completeness,Check for completeness,SELECT * FROM users WHERE condition,purchase_transactions,column_3,fail,276,248,2023-07-07 15:12:00,Remark
22,consistency,Check for consistency,SELECT * FROM discounts WHERE condition,discounts,column_8,fail,700,164,2023-01-17 23:14:45,Remark
8617,consistency,Check for consistency,SELECT * FROM subscribers WHERE condition,admins,column_5,fail,219,6,2023-10-02 15:29:18,Remark
9827,consistency,Check for consistency,SELECT * FROM refunds WHERE condition,products,column_6,fail,441,290,2023-10-26 19:47:07,
8396,uniqueness,Check for uniqueness,SELECT * FROM subscribers WHERE condition,payments,column_6,fail,303,123,2023-03-24 02:06:39,Remark
3962,datafreshness,Check for datafreshness,SELECT * FROM refunds WHERE condition,purchase_transactions,column_8,pass,614,345,2023-08-31 07:56:07,
5277,consistency,Check for consistency,SELECT * FROM orders WHERE condition,invoice_payments,column_5,pass,550,117,2023-06-23 13:20:08,Remark
3356,consistency,Check for consistency,SELECT * FROM refunds WHERE condition,purchase_transactions,column_10,pass,727,90,2023-07-30 00:47:25,Remark
3446,completeness,Check for completeness,SELECT * FROM subscribers WHERE condition,invoices,column_9,pass,363,208,2023-05-03 11:02:20,
710,consistency,Check for consistency,SELECT * FROM payments WHERE condition,refunds,column_3,fail,83,32,2023-07-14 18:04:25,Remark
7970,uniqueness,Check for uniqueness,SELECT * FROM purchase_transactions WHERE condition,discounts,column_7,pass,885,117,2023-01-23 19:18:56,Remark
2617,completeness,Check for completeness,SELECT * FROM refunds WHERE condition,admins,column_9,fail,317,280,2023-06-11 02:50:39,Remark
6144,consistency,Check for consistency,SELECT * FROM discounts WHERE condition,sales,column_2,pass,519,17,2023-09-14 08:40:04,Remark
9776,accuracy,Check for accuracy,SELECT * FROM refunds WHERE condition,payments,column_1,pass,808,97,2023-11-16 20:22:32,Remark
1499,datafreshness,Check for datafreshness,SELECT * FROM subscribers WHERE condition,admins,column_3,pass,285,151,2023-03-03 15:37:11,
9673,consistency,Check for consistency,SELECT * FROM orders WHERE condition,orders,column_4,fail,508,403,2023-04-28 20:43:24,
4446,consistency,Check for consistency,SELECT * FROM sales WHERE condition,orders,column_7,pass,204,150,2023-01-07 16:16:26,Remark
8812,uniqueness,Check for uniqueness,SELECT * FROM discounts WHERE condition,orders,column_5,pass,920,737,2023-09-29 15:00:20,Remark
9817,consistency,Check for consistency,SELECT * FROM users WHERE condition,orders,column_4,pass,429,65,2023-02-26 11:54:59,Remark
8824,accuracy,Check for accuracy,SELECT * FROM product_webinars WHERE condition,purchase_transactions,column_4,pass,468,162,2023-09-15 22:27:02,Remark
3792,completeness,Check for completeness,SELECT * FROM discounts WHERE condition,admins,column_4,pass,359,250,2023-04-16 16:41:14,Remark
8826,datafreshness,Check for datafreshness,SELECT * FROM invoices WHERE condition,payments,column_5,fail,68,22,2023-05-26 20:32:23,
9667,accuracy,Check for accuracy,SELECT * FROM product_webinars WHERE condition,orders,column_8,pass,433,133,2023-10-12 21:15:25,
2911,accuracy,Check for accuracy,SELECT * FROM invoices WHERE condition,products,column_6,fail,525,52,2023-05-14 17:19:33,Remark
6291,datafreshness,Check for datafreshness,SELECT * FROM orders WHERE condition,invoice_payments,column_9,pass,672,35,2023-04-29 14:27:36,Remark
8459,datafreshness,Check for datafreshness,SELECT * FROM subscribers WHERE condition,payments,column_8,pass,401,44,2023-02-07 21:24:56,Remark
1993,datafreshness,Check for datafreshness,SELECT * FROM discounts WHERE condition,products,column_3,pass,207,59,2023-04-04 11:35:25,
9806,uniqueness,Check for uniqueness,SELECT * FROM subscribers WHERE condition,sales,column_9,pass,539,203,2023-03-26 20:30:38,Remark
1489,consistency,Check for consistency,SELECT * FROM sales WHERE condition,product_webinars,column_3,pass,564,532,2023-09-06 04:13:24,Remark
9843,uniqueness,Check for uniqueness,SELECT * FROM discounts WHERE condition,invoices,column_8,pass,360,176,2023-10-26 14:17:33,
568,consistency,Check for consistency,SELECT * FROM products WHERE condition,payments,column_9,pass,846,7,2023-02-25 16:06:21,
7435,uniqueness,Check for uniqueness,SELECT * FROM sales WHERE condition,refunds,column_5,fail,402,168,2023-10-14 14:47:27,Remark
1453,datafreshness,Check for datafreshness,SELECT * FROM sales WHERE condition,products,column_6,pass,236,220,2023-02-22 20:30:23,Remark
3934,accuracy,Check for accuracy,SELECT * FROM products WHERE condition,invoices,column_3,fail,757,693,2023-02-26 12:59:08,
8322,completeness,Check for completeness,SELECT * FROM purchase_transactions WHERE condition,discounts,column_2,fail,926,830,2023-11-23 13:13:57,
